,id,loc,correct_location
14246,1.430496311573287e+18,Melbourne,Melbourne
14247,1.430497566760784e+18,Plague Island (Northern Area),Plague Island (Northern Area)
14248,1.4304978315011113e+18,"Miami, FL","Miami, Florida, United States of America"
14249,1.4304978909804872e+18,Jack | they/he | London,"Jack | they/he | London, England, United Kingdom"
14250,1.4304990283163443e+18,Sardegna,Sardegna
14251,1.430505639806075e+18,"Melbourne, Australia ","Melbourne, Australia "
14252,1.430505856744018e+18,Glasgow,Glasgow
14253,1.430510421765763e+18,Gwadana,Gwadana
14254,1.4305108494043791e+18,America ,America 
14255,1.4305126642670838e+18,France,France
14256,1.4305141511982817e+18,The Hague,The Hague
14257,1.4305157663532278e+18,"New Zealand, somewhere.","New Zealand, ."
14258,1.4305193004278538e+18,USA,USA
14259,1.4305221252034273e+18,"Trippy, Maine","Trippy, Maine, United States of America"
14260,1.4305232982286746e+18,South Florida 🏖,"South Florida, United States of America 🏖"
14261,1.4305268451334963e+18,"Queens, NYC","Queens, NYC"
14262,1.4305314566742385e+18,الكون,الكون
14263,1.430538494972207e+18,London,"London, England, United Kingdom"
14264,1.4305402305499668e+18,Dreamworld,Dreamworld
14265,1.4305403149771858e+18,"Birmingham, England","Birmingham, England, United Kingdom"
14266,1.4305419059814932e+18,"Ginevra, Svizzera","Ginevra, Svizzera"
14267,1.4305439695580406e+18,FEMA Region XIII,FEMA Region XIII
14268,1.430544010003632e+18,Canada,Canada
14269,1.430547281363751e+18,Green Door,Green Door
14270,1.430549035660759e+18,Isle of Man,Isle of Man
14271,1.430551925548847e+18,"Indiana, USA","Indiana, United States of America, USA"
14272,1.4305604597410857e+18,"Tonkawa, Comanche, Apache land","Tonkawa, Comanche, Apache land"
14273,1.4307756206491116e+18,"Jakarta, Indonesia","Jakarta, Indonesia"
14274,1.4307757837154427e+18,"Amersfoort, Utrecht","Amersfoort, Utrecht"
14275,1.4307822994660516e+18,immigrant in little england.,"immigrant Indiana, United States of America ."
14276,1.4307835335476716e+18,Finland,Finland
14277,1.4307839324680233e+18,United Kingdom,"England, United Kingdom"
14278,1.4307856911984026e+18,"North West, England","North West, England, United Kingdom"
14279,1.4307870923895398e+18,"South East, England","South East, England, United Kingdom"
14280,1.4307877048501043e+18,"Copenhagen, Denmark","Copenhagen, Denmark"
14281,1.4307893749171569e+18,"Scotland, United Kingdom","Scotland, England, United Kingdom"
14282,1.4307903925433344e+18,Emona Marshes,Emona Marshes
14283,1.4307906175719383e+18,Uk ,"England, United Kingdom "
14284,1.4307907465133302e+18,London,"London, England, United Kingdom"
14285,1.4307940815595889e+18,"Helsinki, Finland","Helsinki, Finland"
14286,1.4307941054125916e+18,Israel,Israel
14287,1.430795550039765e+18,"Kangaroo Flat, Victoria ","Kangaroo Flat, Victoria "
14288,1.4307959506210363e+18,"Sydney, Australia","Sydney, Australia"
14289,1.4307979324339036e+18,"London, UK","London, England, United Kingdom, England, United Kingdom"
14290,1.430799044981379e+18,New Zealand,New Zealand
14291,1.4308005026572698e+18,"Glasgow, Scotland","Glasgow, Scotland"
14292,1.430800548480131e+18,"Glasgow, Scotland","Glasgow, Scotland"
14293,1.4308010247978762e+18,Flowery Twats,Flowery Twats
14294,1.4308053198070866e+18,London,"London, England, United Kingdom"
14295,1.430805590310224e+18,"Bangkok, Thailand","Bangkok, Thailand"
14296,1.43080561149995e+18,Lancaster,Lancaster
14297,1.4308088106466427e+18,Tietolaakso,Tietolaakso
14298,1.4308094785140283e+18,Oxford England,"Oxford England, United Kingdom"
14299,1.430810928111575e+18,"+43° 34' 14.24, +7° 6' 9.62 ","+43° 34' 14.24, +7° 6' 9.62 "
14300,1.4308134769692303e+18,Scotland,Scotland
14301,1.4308141228625797e+18,"Stockholm, Sweden","Stockholm, Sweden"
14302,1.4308169789780992e+18,"London, England","London, England, United Kingdom, England, United Kingdom"
14303,1.4308170648647311e+18,Scotland / Andorra,Scotland / Andorra
14304,1.4308174144978985e+18,'up there' ,'up there' 
14305,1.4308189421221396e+18,United Kingdom,"England, United Kingdom"
14306,1.4308204664748564e+18,Scotland / Andorra,Scotland / Andorra
14307,1.4308218563075973e+18,Indonesia,Indonesia
14308,1.4308219444595016e+18,United Kingdom,"England, United Kingdom"
14309,1.4308219729555003e+18,Milano,Milano
14310,1.430823016343216e+18,Germany,Germany
14311,1.4308250562931876e+18,Hamilton,Hamilton
14312,1.4308259946514104e+18,species: zombie,species: zombie
14313,1.430826710078042e+18,"Tel-Aviv, Israel","Tel-Aviv, Israel"
14314,1.4308296375427564e+18,Walkden,Walkden
14315,1.430833506725372e+18,"England, United Kingdom","England, United Kingdom, England, United Kingdom"
14316,1.4308339795743375e+18,"Ljubljana, slovenia","Ljubljana, slovenia"
14317,1.4308353399297843e+18,Finland,Finland
14318,1.430835749449044e+18,"Jyväskylä, Suomi","Jyväskylä, Suomi"
14319,1.4308370300916408e+18,"Yorkshire, England","Yorkshire, England, United Kingdom"
14320,1.4308383796299284e+18,"Zuid-Holland, Nederland","Zuid-Holland, Nederland"
14321,1.4308403130782433e+18,"Scotland,United Kingdom","Scotland,England, United Kingdom"
14322,1.4308431395862487e+18,United Kingdom,"England, United Kingdom"
14323,1.430844239953465e+18,Nederland,Nederland
14324,1.4308471387878523e+18,United States,United States
14325,1.4308473824769188e+18,"Melbourne, Australia ","Melbourne, Australia "
14326,1.4308476605803807e+18,UK,"England, United Kingdom"
14327,1.4308477987700777e+18,United Kingdom,"England, United Kingdom"
14328,1.4308504514701312e+18,"Marrickville, NSW, Australia","Marrickville, NSW, Australia"
14329,1.430850476929479e+18,Sydney,Sydney
14330,1.4308505546667868e+18,Dharawal Land,Dharawal Land
14331,1.4308509088421192e+18,"Sydney, New South Wales","Sydney, New South Wales"
14332,1.430852124729041e+18,"Helsinki, Finland","Helsinki, Finland"
14333,1.4308525934927135e+18, Australia, Australia
14334,1.4308537447999775e+18,"Bra, Piemonte","Bra, Piemonte"
14335,1.4308539904895468e+18,Panama,Panama
14336,1.43085414023467e+18,Twilight zone,Twilight zone
14337,1.4308568948103987e+18,"Kokkola, Suomi","Kokkola, Suomi"
14338,1.4308570568656855e+18,St Anton am Arlberg,São Tomé & Príncipe Anton Armenia Arlberg
14339,1.4308571107960955e+18,"Belfast, Ireland","Belfast, Ireland"
14340,1.43085835559825e+18,"Sydney, New South Wales","Sydney, New South Wales"
14341,1.4308615979085005e+18,United States,United States
14342,1.4308618663522714e+18,United States,United States
14343,1.4308648367584133e+18,United States,United States
14344,1.4308649118072586e+18,Finland,Finland
14345,1.4308649755983954e+18,Philadelphia,Philadelphia
14346,1.4308667798327296e+18,"Northampton, England","Northampton, England, United Kingdom"
14347,1.4308670257154662e+18,Earth,
14348,1.430867958503551e+18,Finland,Finland
14349,1.4308717658619494e+18,Scotland / Andorra,Scotland / Andorra
14350,1.4308733626585907e+18,United States,United States
14351,1.4308733768396431e+18,Toronto,Toronto
14352,1.4308738102789652e+18,"Italy, EU","Rome, Italy, European Union"
14353,1.430883720144167e+18,UK,"England, United Kingdom"
14354,1.430890245386502e+18,"The Lamp Post, Narnia","The Lamp Post, Narnia"
14355,1.4308920113939948e+18,Asia,Asia
14356,1.430892658403152e+18,"Limerick, Ireland ","Limerick, Ireland "
14357,1.4308937364692992e+18,Naarm Land ,Naarm Land 
14358,1.430894205182767e+18,Michigan,"Michigan, United States of America"
14359,1.4308957075321324e+18,🏉🏈🏏🏀🏌🏿‍♂️,🏉🏈🏏🏀🏌🏿‍♂️
14360,1.430898857592836e+18,there,there
14361,1.430899019367125e+18,Dummland,Dummland
14362,1.43090165016465e+18,127home,127home
14363,1.4309038901494743e+18,"Oddział, prosektorium, bank.","Oddział, prosektorium, bank."
14364,1.4309054132102963e+18,DC area; my❤️➡️desert SW,"District of Columbia, United States of America area; Malaysia❤️➡️desert SW"
14365,1.4309144681507594e+18,flavortown,flavortown
14366,1.4309162219989647e+18,Charlotte,Charlotte
14367,1.4309162603390157e+18,USA,USA
14368,1.4309163053649224e+18,King’s Lynn,King’s Lynn
14369,1.4309236786493972e+18,"Tiverton, Devon","Tiverton, Devon"
14370,1.4309239817717064e+18,Helsinki,Helsinki
14371,1.4309241181117522e+18,gonars,gonars
14372,1.4311399504734003e+18,South Africa,South Africa
14373,1.4311431933876224e+18,truth,truth
14374,1.4311460182303212e+18,"Tauranga City, New Zealand","Tauranga City, New Zealand"
14375,1.4311461877515717e+18,"Weymouth, Dorset","Weymouth, Dorset"
14376,1.4311462553846047e+18,Wellington,Wellington
14377,1.4311462739151053e+18,"Cambridge, England","Cambridge, England, United Kingdom"
14378,1.431146462281298e+18,"Redwood City, CA","Redwood City, California, United States of America"
14379,1.431146476432814e+18,"Belconnen, ACT, Australia ","Belconnen, ACT, Australia "
14380,1.431146594645123e+18,a farm in Iowa,"a farm Indiana, United States of America Iowa, United States of America"
14381,1.431149966794412e+18,"Sheffield, UK","Sheffield, England, United Kingdom"
14382,1.4311502282798572e+18,"Galicia, España","Galicia, Spain"
14383,1.431156706600538e+18,Nederland,Nederland
14384,1.431156928747434e+18,Indonesia,Indonesia
14385,1.4311620994100142e+18,Merseyside,Merseyside
14386,1.4311625005615964e+18,Wadjuk Noongar Budja,Wadjuk Noongar Budja
14387,1.4311646628973814e+18,"Baunatal, Germany","Baunatal, Germany"
14388,1.431166024041259e+18,Delft,Delft
14389,1.431167282953085e+18,"Prague, Czech Academy of Sci.","Prague, Czech Academy of Sci."
14390,1.4311689797882388e+18,"South West, England","South West, England, United Kingdom"
14391,1.4311695655773307e+18,"Essex, UK","Essex, England, United Kingdom"
14392,1.4311719571148718e+18,"Australia, New Zealand","Australia, New Zealand"
14393,1.4311726722815877e+18,Ελλαδάρα η ομορφότερη χωρα,Ελλαδάρα η ομορφότερη χωρα
14394,1.431175670848127e+18,New Zealand,New Zealand
14395,1.4311768800365363e+18,"Melbourne, Victoria","Melbourne, Victoria"
14396,1.431178981672325e+18, land of the Gadigal People, land of the Gadigal People
14397,1.4311806378227548e+18,"Bergen, Norge","Bergen, Norge"
14398,1.4311848915013345e+18,"Ushuaia, Argentina","Ushuaia, Argentina"
14399,1.4311859662160118e+18,a farm in Iowa,"a farm Indiana, United States of America Iowa, United States of America"
14400,1.4311880789919744e+18,Somewhere in England mostly," Indiana, United States of America England, United Kingdom mostly"
14401,1.4311882393947791e+18,Tonic water + zinc + vit D & C,Tonic water + zinc + vit D & C
14402,1.4311884920218665e+18,"Thessaloniki, Hellas","Thessaloniki, Hellas"
14403,1.4311896743374807e+18,"London, England","London, England, United Kingdom, England, United Kingdom"
14404,1.431191017827586e+18,Ireland,Ireland
14405,1.431191337920082e+18,Konstanz,Konstanz
14406,1.4311913389854433e+18,United Kingdom,"England, United Kingdom"
14407,1.4311928736308306e+18,United Kingdom,"England, United Kingdom"
14408,1.431193040497021e+18,United Kingdom,"England, United Kingdom"
14409,1.4311945674544333e+18,Billionaire Porto Cervo,Billionaire Porto Cervo
14410,1.431194744886018e+18,England.Warwickshire.,"England, United Kingdom.Warwickshire."
14411,1.431195772729561e+18,Republic of Slovenia,Republic of Slovenia
14412,1.4311973668923064e+18,"Dublin City, Ireland","Dublin City, Ireland"
14413,1.431197502238335e+18,Scotland,Scotland
14414,1.4311975216411484e+18,Oslo,Oslo
14415,1.4311989244638044e+18,France,France
14416,1.4312008722692383e+18,The Netherlands,The Netherlands
14417,1.4312017619985408e+18,Καμπινγκ @alpha_cyprus ,Καμπινγκ @alpha_cyprus 
14418,1.4312038949028618e+18,The Netherlands,The Netherlands
14419,1.431205246487892e+18,United Kingdom,"England, United Kingdom"
14420,1.4312082544247316e+18,London,"London, England, United Kingdom"
14421,1.4312090880173875e+18,"Berlin, Deutschland","Berlin, Deutschland"
14422,1.4312100464704266e+18,Finland,Finland
14423,1.431210138325721e+18,Nottingham,Nottingham
14424,1.4312102799714796e+18,Burbia,Burbia
14425,1.4312116894378926e+18,"New Orleans, LA","New Orleans, Laos"
14426,1.431213611330982e+18,"Oslo, Norway","Oslo, Norway"
14427,1.4312198584321352e+18,"free palestine, blm","free palestine, blm"
14428,1.4312198828724756e+18,Sweateronbackwards&inside-out,Sweateronbackwards&inside-out
14429,1.4312199074259354e+18,"Atlanta Metro, GA ","Atlanta Metro, Georgia, United States of America "
14430,1.4312199459044762e+18,"Sheffield, UK","Sheffield, England, United Kingdom"
14431,1.4312232069883658e+18,🧚,🧚
14432,1.431224342596227e+18,"Scotland, United Kingdom","Scotland, England, United Kingdom"
14433,1.431224768498258e+18,"Melbourne, Victoria","Melbourne, Victoria"
14434,1.4312248447173714e+18,Earth (or so I think)," (Oregon, United States of America Somalia I think)"
14435,1.4312275138044928e+18,"Caracas, Venezuela","Caracas, Venezuela"
14436,1.4312276066119434e+18,NYC,NYC
14437,1.4312281241513574e+18,Life is good 😊,Life Iceland good 😊
14438,1.431228158678913e+18,"Albuquerque, NM","Albuquerque, New Mexico, United States of America"
14439,1.4312291005852754e+18,the distant jellybolee,the distant jellybolee
14440,1.4312309563760026e+18,"Worldwide - Land, Sea, & Space"," - Land, Sea, & "
14441,1.4312340501115126e+18,Sweateronbackwards&inside-out,Sweateronbackwards&inside-out
14442,1.431234543017775e+18,Planet Earth,Planet
14443,1.431235760968151e+18,"Wrexham, Wales","Wrexham, Wales"
14444,1.431236281556689e+18,"Toronto, Canada","Toronto, Canada"
14445,1.4312379177841254e+18,"London, England","London, England, United Kingdom, England, United Kingdom"
14446,1.431239481357652e+18,"Barcelona, Catalunya","Barcelona, Catalunya"
14447,1.4312424052699423e+18,"North West, England","North West, England, United Kingdom"
14448,1.4312442680692122e+18,"Los Angeles, CA","Los Angeles, California, United States of America"
14449,1.431245747219878e+18,"Los Angeles, CA","Los Angeles, California, United States of America"
14450,1.4312479323853332e+18,"St Neots, England","São Tomé & Príncipe Neots, England, United Kingdom"
14451,1.431249061068345e+18,Outside when possible. ,Outside when possible. 
14452,1.4312511406000742e+18,"Skingrad, Province of Cyrodiil","Skingrad, Province of Cyrodiil"
14453,1.43125478354167e+18,"Adelaide, Australia","Adelaide, Australia"
14454,1.431259243399762e+18,Europa tysiąca Liechtensteinów,Europa tysiąca Liechtensteinów
14455,1.4312597566399693e+18,United States,United States
14456,1.431262692552102e+18,"60.270182,25.067601","60.270182,25.067601"
14457,1.431262763788038e+18,Tambun Selatan,Tambun Selatan
14458,1.4312644604888635e+18,Arizona  ,"Arizona, United States of America  "
14459,1.4312647393388298e+18,In JP❤️💙,"Indiana, United States of America Japan❤️💙"
14460,1.4312665804161065e+18,present,present
14461,1.4312699214267105e+18,London 🏴󠁧󠁢󠁷󠁬󠁳󠁿,"London, England, United Kingdom 🏴󠁧󠁢󠁷󠁬󠁳󠁿"
14462,1.4312824272264684e+18,Plague Island,Plague Island
14463,1.4312825428591288e+18,"Evanston, IL","Evanston, Illinois, United States of America"
14464,1.4312842217845596e+18,"København, Danmark","København, Danmark"
14465,1.4312843842425403e+18,"Washington, D.C.","Washington, D.C."
14466,1.4312859567751332e+18,"Houston, TX","Houston, Texas, United States of America"
14467,1.432223651005354e+18, Somewhere in the UK,"  Indiana, United States of America the England, United Kingdom"
14468,1.4322237965394125e+18,"Austin, TX","Austin, Texas, United States of America"
14469,1.432224133933318e+18,Devon,Devon
14470,1.432225670248153e+18,Landelijk ,Landelijk 
14471,1.4322265962455572e+18,"Melbourne, Australia","Melbourne, Australia"
14472,1.432230523326374e+18, Somewhere in the UK,"  Indiana, United States of America the England, United Kingdom"
14473,1.4322361943147889e+18,"Bridgend, Wales","Bridgend, Wales"
14474,1.4322363771108966e+18,"Scotland, United Kingdom","Scotland, England, United Kingdom"
14475,1.4322378292041605e+18,Little Britain,Little Britain
14476,1.4322387364740055e+18,"London, England","London, England, United Kingdom, England, United Kingdom"
14477,1.4322405657231442e+18,West Coast,West Coast
14478,1.4322438290930606e+18,Out there,Out there
14479,1.4322440700013527e+18,CT,"Connecticut, United States of America"
14480,1.432244175982973e+18,CT,"Connecticut, United States of America"
14481,1.432245659902505e+18,Down under...,Down under...
14482,1.4322471319606067e+18,Tambun Selatan,Tambun Selatan
14483,1.4322481263589253e+18,"Athens, Greece","Athens, Greece"
14484,1.432249489214038e+18,Manchester,Manchester
14485,1.4322501750708677e+18,"Vancouver, B.C.","Vancouver, B.C."
14486,1.4322561683579945e+18,🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇧,🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇧
14487,1.4322582422986465e+18,Idiocracy Universe,Idiocracy Universe
14488,1.4322647311511757e+18,"England, United Kingdom","England, United Kingdom, England, United Kingdom"
14489,1.4322659827818865e+18,"Geneva, Switzerland","Geneva, Switzerland"
14490,1.4322679267873137e+18,Dystopiaville East Yorkshire ,Dystopiaville East Yorkshire 
14491,1.43226987038575e+18,north West UK,"north West England, United Kingdom"
14492,1.4322726924435866e+18,"Somerset West, South Africa","Somerset West, South Africa"
14493,1.4322764398318264e+18,United Kingdom,"England, United Kingdom"
14494,1.4322797859763528e+18,"Den Helder, Nederland","Den Helder, Nederland"
14495,1.4322799378059223e+18,Ergens op de wereld,"Ergens op Delaware, United States of America wereld"
14496,1.4322854411144806e+18,Martello bay .UK.,"Martello bay .England, United Kingdom."
14497,1.432288674486657e+18,"Notts   
He/Him","Notts   
"
14498,1.432291890192425e+18,Amsterdam,Amsterdam
14499,1.432292379361366e+18,Chaotic Good,Chaotic Good
14500,1.4322958995149988e+18,Aalst (BE),Aalst (Belgium)
14501,1.4322959670558228e+18,In a failing country,"Indiana, United States of America a failing country"
14502,1.43229668427767e+18,"Paderno Dugnano, Lombardia","Paderno Dugnano, Lombardia"
14503,1.4322999778717e+18,"England, United Kingdom","England, United Kingdom, England, United Kingdom"
14504,1.432304321295696e+18,"Zürich, Schweiz","Zürich, Schweiz"
14505,1.432305757672788e+18,fana,fana
14506,1.4323086648289403e+18,Edinburgh,Edinburgh
14507,1.4323116180257956e+18,"Blyth, Northumberland","Blyth, Northumberland"
14508,1.4323121397005312e+18,SMG,SMG
14509,1.4323161099953562e+18,"Amsterdam, Nederland","Amsterdam, Nederland"
14510,1.4323177200166584e+18,Cape Town,Cape Town
14511,1.43232016915465e+18,Zürich,Zürich
14512,1.432324860772946e+18,"Sydney, New South Wales","Sydney, New South Wales"
14513,1.4323284083992945e+18,North Somerset,North Somerset
14514,1.4323326723160842e+18,Here and There,
14515,1.4323340837623603e+18,"Dublin, Ireland","Dublin, Ireland"
14516,1.4323353805866394e+18,"Washington, D.C.","Washington, D.C."
14517,1.43233824748143e+18,"South West, England","South West, England, United Kingdom"
14518,1.4323409740475802e+18,North Texas; ATX,North Texas; ATX
14519,1.432342621100417e+18,"Florida, USA","Florida, United States of America, USA"
14520,1.4323443063507026e+18,vitória-são paulo-chicago,vitória-são paulo-chicago
14521,1.4323467714982994e+18,"Seattle, WA","Seattle, Washington, United States of America"
14522,1.4323470703342264e+18,"Flagstaff, AZ","Flagstaff, Arizona, United States of America"
14523,1.4323494961854423e+18,"Brussel, België","Brussel, België"
14524,1.432352993396015e+18,"Paris, France ","Paris, France "
14525,1.4323544195935273e+18,Seattle WA,"Seattle Washington, United States of America"
14526,1.432355648222765e+18,United Kingdom,"England, United Kingdom"
14527,1.432358753249239e+18,"Philadelphia, PA","Philadelphia, Pennsylvania, United States of America"
14528,1.4323634028574884e+18,"Durham,  England","Durham,  England, United Kingdom"
14529,1.4323643964628705e+18,he/him,
14530,1.432366208293163e+18,He/Him,
14531,1.4323675712826327e+18,"Up a tree, duh. I'MMA APE!","Up a tree, duh. I'MMA APE!"
14532,1.4323693118264484e+18,Htown,Htown
14533,1.4323713082899866e+18,Rotterdam,Rotterdam
14534,1.4323749276388598e+18,"Canada, Singapore, Carolina","Canada, Singapore, Carolina"
14535,1.432375452560208e+18,Republic of Slovenia Zagorje,Republic of Slovenia Zagorje
14536,1.432376917894828e+18,"London, England","London, England, United Kingdom, England, United Kingdom"
14537,1.432379051759575e+18,"Maastricht, Nederland","Maastricht, Nederland"
14538,1.4323791199002747e+18,Finland,Finland
14539,1.4323795591907e+18,Pittsburgh,Pittsburgh
14540,1.4323798450030715e+18,United Kingdom,"England, United Kingdom"
14541,1.432381653251502e+18, Somewhere in the UK,"  Indiana, United States of America the England, United Kingdom"
14542,1.4323862141795082e+18,no thanks,Norway thanks
14543,1.4323877057705492e+18,"Bryn Mawr, PA","Bryn Mawr, Pennsylvania, United States of America"
14544,1.4323896150429286e+18,Birmingham. UK,"Birmingham. England, United Kingdom"
14545,1.4323908053402337e+18,Canada,Canada
14546,1.4323931081180242e+18,3rd rock from the sun,3rd rock from the sun
14547,1.432394214076203e+18,Nederland,Nederland
14548,1.4323955694530191e+18,"Halifax, Nova Scotia","Halifax, Nova Scotia"
14549,1.4323971473585723e+18,"Zaragoza, España","Zaragoza, Spain"
14550,1.4323988652656108e+18,"Los Angeles, CA - 23 he/they","Los Angeles, California, United States of America - 23 he/they"
14551,1.4324005440779592e+18,"England, United Kingdom","England, United Kingdom, England, United Kingdom"
14552,1.4324016546792776e+18,Sweden,Sweden
14553,1.4324031023389327e+18,"California, USA","California, United States of America, USA"
14554,1.4324031066842358e+18,"Miami, FL","Miami, Florida, United States of America"
14555,1.4324064856952996e+18,NW USA,NW USA
14556,1.4324074771532636e+18,"California, USA","California, United States of America, USA"
14557,1.4324120059279892e+18,Yeah you know me,Yeah you know Montenegro
14558,1.4324139947075256e+18,Nederland,Nederland
14559,1.4324193337083863e+18,Nederland,Nederland
14560,1.432419375966036e+18,"Colorado, USA","Colorado, USA"
14561,1.4324199100895764e+18,Sheffield City & Lumiose City,Sheffield City & Lumiose City
14562,1.4324228909688136e+18,"Beaver, UT","Beaver, Utah, United States of America"
14563,1.43242417452664e+18,"Miami, FL","Miami, Florida, United States of America"
14564,1.4324267456013517e+18,The Liverpool Country ,The Liverpool Country 
14565,1.432431230197379e+18,Ex-Brooklynite,Ex-Brooklynite
14566,1.4324333184490127e+18,Tennessee USA,Tennessee USA
14567,1.4324350349888102e+18,"Seattle, WA","Seattle, Washington, United States of America"
14568,1.43243842281207e+18,"San Francisco, CA","San Francisco, California, United States of America"
14569,1.432441118080344e+18,Bradford,Bradford
14570,1.432441662056272e+18,New Westminster BC Canada,New Westminster BC Canada
14571,1.4324430551609385e+18,United Kingdom,"England, United Kingdom"
14572,1.432445418949038e+18,"Yorkshire, England","Yorkshire, England, United Kingdom"
14573,1.4324511553894728e+18,she/her,
14574,1.4324524566052332e+18,"Wexford, Ireland","Wexford, Ireland"
14575,1.432452660192596e+18,Canada,Canada
14576,1.432456357433643e+18,"Sydney, New South Wales","Sydney, New South Wales"
14577,1.4324572530853435e+18,"California, USA","California, United States of America, USA"
14578,1.4324584465200742e+18,Land of Woke and Glory,Land of Woke and Glory
14579,1.4324586491930993e+18,"Helsinki, FI","Helsinki, Finland"
14580,1.432460440479621e+18,Ottawa Valley - Canada,Ottawa Valley - Canada
14581,1.4324666360621588e+18,she/her '89 california ⚫⚪🟣(♣)," '89 California, United States of America ⚫⚪🟣(♣)"
14582,1.4324687953277174e+18,"Retford, England","Retford, England, United Kingdom"
14583,1.4324688483647365e+18,"Madison, WI","Madison, Wisconsin, United States of America"
14584,1.4324688721002578e+18,Gallifrey,Gallifrey
14585,1.432471224005845e+18,he/him,
14586,1.432471970847789e+18,Gwynedd,Gwynedd
14587,1.432478901394096e+18,"Fairbanks, AK","Fairbanks, Alaska, United States of America"
14588,1.4324874203737498e+18,Always moving,Always moving
14589,1.4324877990606807e+18,Rochdale,Rochdale
14590,1.4324892650578289e+18,"No CA, NJ, CO, MI","Norway California, United States of America, New Jersey, United States of America, Colorado, United States of America, Michigan, United States of America"
14591,1.43248962518929e+18,Maine,"Maine, United States of America"
14592,1.4324947351434117e+18,Maine,"Maine, United States of America"
14593,1.4324947474327265e+18,Ex-Brooklynite,Ex-Brooklynite
14594,1.432495555771519e+18,New Texas,New Texas
14595,1.432496220275024e+18,"Bay area, CA","Bay area, California, United States of America"
14596,1.4324962997530542e+18,West Virginia ,West Virginia 
14597,1.4325053857856922e+18,"Vienna, Austria","Vienna, Austria"
14598,1.4325065781633065e+18,"Chicago,IL USA","Chicago,Illinois, United States of America USA"
14599,1.4325147762701312e+18,Indonesia,Indonesia
14600,1.432520814419718e+18,"Rio de Janeiro, Brazil","Rio Delaware, United States of America Janeiro, Brazil"
14601,1.4325224445483704e+18,"Portland, OR","Portland, Oregon, United States of America"
14602,1.4329508120750408e+18,"England, United Kingdom","England, United Kingdom, England, United Kingdom"
14603,1.432951979332948e+18,used to live in neverland.,"used Tonga live Indiana, United States of America ."
14604,1.432952336654246e+18,United Kingdom,"England, United Kingdom"
14605,1.4329532516626022e+18,Leeuwarden,Leeuwarden
14606,1.432954956026286e+18,"Wyoming, USA","Wyoming, USA"
14607,1.4329561691072635e+18,North America,North America
14608,1.4329582338203607e+18,"Hyderabad, India","Hyderabad, India"
14609,1.432960826822959e+18,"Los Angeles, CA","Los Angeles, California, United States of America"
14610,1.4329619635717816e+18,UK,"England, United Kingdom"
14611,1.4329655534806835e+18,London,"London, England, United Kingdom"
14612,1.432967748246704e+18,"Paris, France ","Paris, France "
14613,1.4329693105956495e+18,Selanik Greece Çankaya Ankara,Selanik Greece Çankaya Ankara
14614,1.432972006870319e+18,Yorkshire ,Yorkshire 
14615,1.4329735339787674e+18,"Ohio, USA","Ohio, USA"
14616,1.4329747492196598e+18,Where Corbyn is leader,Where Corbyn Iceland leader
14617,1.4329773100182733e+18,Pfffffffffft,Pfffffffffft
14618,1.4329805834251305e+18,United Kingdom,"England, United Kingdom"
14619,1.4329818272879288e+18,London,"London, England, United Kingdom"
14620,1.4329830696073052e+18,wisbech,wisbech
14621,1.4329836019482337e+18,"Wellington, New Zealand","Wellington, New Zealand"
14622,1.4329845253243617e+18,"East, England","East, England, United Kingdom"
14623,1.4329864241694884e+18,first realm,first realm
14624,1.4329890524923372e+18,"Los Angeles, CA","Los Angeles, California, United States of America"
14625,1.4329905466712596e+18,"Auckland, New Zealand","Auckland, New Zealand"
14626,1.4329921627702108e+18,North America,North America
14627,1.4329939507810345e+18,"Cornwall , England","Cornwall , England, United Kingdom"
14628,1.433002423275049e+18,New Zealand,New Zealand
14629,1.433005473213698e+18,She/Her 18+, 18+
14630,1.433008240447611e+18,UK,"England, United Kingdom"
14631,1.4330085606280645e+18,perth australia,perth australia
14632,1.4330107931555512e+18,"Breda, Nederland","Breda, Nederland"
14633,1.4330111570660024e+18,"Baden-Württemberg, Deutschland","Baden-Württemberg, Deutschland"
14634,1.4330127244941765e+18,Scotland,Scotland
14635,1.43301301457229e+18,"England, United Kingdom","England, United Kingdom, England, United Kingdom"
14636,1.4330140274420777e+18,she/her,
14637,1.4330161196111708e+18,Australia,Australia
14638,1.4330174504471142e+18,"Manchester, England","Manchester, England, United Kingdom"
14639,1.433022669843206e+18,UK,"England, United Kingdom"
14640,1.4330271004879176e+18,green nowhere,green 
14641,1.433028412445057e+18,Calgary,Calgary
14642,1.433029984457724e+18,Cardiff,Cardiff
14643,1.433030968168919e+18,United Kingdom,"England, United Kingdom"
14644,1.4330342262077972e+18,United States,United States
14645,1.4330411407108383e+18,New Bedlam,New Bedlam
14646,1.433041401185456e+18,"London, England","London, England, United Kingdom, England, United Kingdom"
14647,1.4330455220470702e+18,Malaysia lol,Malaysia lol
14648,1.4330456127281357e+18,"England, United Kingdom","England, United Kingdom, England, United Kingdom"
14649,1.4330467841636884e+18,Mukumbura,Mukumbura
14650,1.4330468075007017e+18,Groningen,Groningen
14651,1.4330483129791078e+18,"Lower Normandy, France","Lower Normandy, France"
14652,1.433049941199532e+18,NYC,NYC
14653,1.4330510172859802e+18,Covidistan,Covidistan
14654,1.4330514691719045e+18,Neverland,
